Question	Answer	Source	Metadata
I need to sign off now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to log off now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to get going now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to log out now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to motor	Later.	qna_chitchat_Witty	editorial:chitchat
I need to motor now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to run	Later.	qna_chitchat_Witty	editorial:chitchat
I need to run now	Later.	qna_chitchat_Witty	editorial:chitchat
I need to scoot	Later.	qna_chitchat_Witty	editorial:chitchat
I need to log off	Later.	qna_chitchat_Witty	editorial:chitchat
I am jetting now	Later.	qna_chitchat_Witty	editorial:chitchat
Goodbye	Later.	qna_chitchat_Witty	editorial:chitchat
Gotta go	Later.	qna_chitchat_Witty	editorial:chitchat
I am going	Later.	qna_chitchat_Witty	editorial:chitchat
I am going now	Later.	qna_chitchat_Witty	editorial:chitchat
I am going to get going	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta skedaddle	Later.	qna_chitchat_Witty	editorial:chitchat
I am jetting	Later.	qna_chitchat_Witty	editorial:chitchat
Farewell	Later.	qna_chitchat_Witty	editorial:chitchat
I am leaving	Later.	qna_chitchat_Witty	editorial:chitchat
I am leaving now	Later.	qna_chitchat_Witty	editorial:chitchat
I am logging off	Later.	qna_chitchat_Witty	editorial:chitchat
I am logging off now	Later.	qna_chitchat_Witty	editorial:chitchat
I am logging out	Later.	qna_chitchat_Witty	editorial:chitchat
I am logging out now	Later.	qna_chitchat_Witty	editorial:chitchat
I am going to get going now	Later.	qna_chitchat_Witty	editorial:chitchat
Catch you on the flip side	Later.	qna_chitchat_Witty	editorial:chitchat
Adios	Later.	qna_chitchat_Witty	editorial:chitchat
Alright, I'm outta here	Later.	qna_chitchat_Witty	editorial:chitchat
Buh bye	Later.	qna_chitchat_Witty	editorial:chitchat
Bye	Later.	qna_chitchat_Witty	editorial:chitchat
Bye bye	Later.	qna_chitchat_Witty	editorial:chitchat
Bye dude	Later.	qna_chitchat_Witty	editorial:chitchat
Good bye	Later.	qna_chitchat_Witty	editorial:chitchat
Catch you later	Later.	qna_chitchat_Witty	editorial:chitchat
G2G	Later.	qna_chitchat_Witty	editorial:chitchat
Check you later	Later.	qna_chitchat_Witty	editorial:chitchat
Ciao	Later.	qna_chitchat_Witty	editorial:chitchat
CYA	Later.	qna_chitchat_Witty	editorial:chitchat
C-ya	Later.	qna_chitchat_Witty	editorial:chitchat
Fare thee well	Later.	qna_chitchat_Witty	editorial:chitchat
I am running off	Later.	qna_chitchat_Witty	editorial:chitchat
Catch ya later	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta motor now	Later.	qna_chitchat_Witty	editorial:chitchat
I am motoring	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta leave	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta leave now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta log off	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta log off now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta log out	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta jet	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta motor	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta go now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta run	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta run now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta scoot	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta scoot now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta sign off	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta sign off now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta log out now	Later.	qna_chitchat_Witty	editorial:chitchat
I am skedaddling	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to jet now	Later.	qna_chitchat_Witty	editorial:chitchat
I am running off now	Later.	qna_chitchat_Witty	editorial:chitchat
I am scooting	Later.	qna_chitchat_Witty	editorial:chitchat
I am scooting now	Later.	qna_chitchat_Witty	editorial:chitchat
I am signing off	Later.	qna_chitchat_Witty	editorial:chitchat
I am signing off now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta jet now	Later.	qna_chitchat_Witty	editorial:chitchat
I am signing out now	Later.	qna_chitchat_Witty	editorial:chitchat
I am motoring now	Later.	qna_chitchat_Witty	editorial:chitchat
I am skedaddling now	Later.	qna_chitchat_Witty	editorial:chitchat
I am taking off	Later.	qna_chitchat_Witty	editorial:chitchat
I am taking off now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta get going	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta get going now	Later.	qna_chitchat_Witty	editorial:chitchat
I gotta go	Later.	qna_chitchat_Witty	editorial:chitchat
I am signing out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm scooting	Later.	qna_chitchat_Witty	editorial:chitchat
I'm off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm out of here	Later.	qna_chitchat_Witty	editorial:chitchat
I'm out the door	Later.	qna_chitchat_Witty	editorial:chitchat
I'm outta here	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to go now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm running off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm logging out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm scooting now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm signing off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm signing off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm signing out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm signing out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm skedaddling	Later.	qna_chitchat_Witty	editorial:chitchat
I'm running off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm jetting now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna sign off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna sign out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna sign out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna skedaddle	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna skedaddle now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna take off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm motoring now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm jetting	Later.	qna_chitchat_Witty	editorial:chitchat
I'm motoring	Later.	qna_chitchat_Witty	editorial:chitchat
I'm leaving	Later.	qna_chitchat_Witty	editorial:chitchat
I'm leaving now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm logging off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm logging off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm logging out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm taking off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna take off now	Later.	qna_chitchat_Witty	editorial:chitchat
Signing off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm skedaddling now	Later.	qna_chitchat_Witty	editorial:chitchat
See you later	Later.	qna_chitchat_Witty	editorial:chitchat
See you later bot	Later.	qna_chitchat_Witty	editorial:chitchat
See you later dude	Later.	qna_chitchat_Witty	editorial:chitchat
see you later homie	Later.	qna_chitchat_Witty	editorial:chitchat
See you later, alligator	Later.	qna_chitchat_Witty	editorial:chitchat
See you around	Later.	qna_chitchat_Witty	editorial:chitchat
See you!	Later.	qna_chitchat_Witty	editorial:chitchat
See you	Later.	qna_chitchat_Witty	editorial:chitchat
Taking off	Later.	qna_chitchat_Witty	editorial:chitchat
Talk later 	Later.	qna_chitchat_Witty	editorial:chitchat
Talk to ya later	Later.	qna_chitchat_Witty	editorial:chitchat
Talk to you later	Later.	qna_chitchat_Witty	editorial:chitchat
Till we meet again	Later.	qna_chitchat_Witty	editorial:chitchat
Time to end this conversation	Later.	qna_chitchat_Witty	editorial:chitchat
See you on the flip side	Later.	qna_chitchat_Witty	editorial:chitchat
Later bud	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna scoot	Later.	qna_chitchat_Witty	editorial:chitchat
I've got to go	Later.	qna_chitchat_Witty	editorial:chitchat
I've gotta jet	Later.	qna_chitchat_Witty	editorial:chitchat
I've gotta take off	Later.	qna_chitchat_Witty	editorial:chitchat
L8r sk8r	Later.	qna_chitchat_Witty	editorial:chitchat
Later	Later.	qna_chitchat_Witty	editorial:chitchat
See you around bud	Later.	qna_chitchat_Witty	editorial:chitchat
Later bot	Later.	qna_chitchat_Witty	editorial:chitchat
I'm taking off	Later.	qna_chitchat_Witty	editorial:chitchat
Later dude	Later.	qna_chitchat_Witty	editorial:chitchat
Peace out	Later.	qna_chitchat_Witty	editorial:chitchat
Sayonara	Later.	qna_chitchat_Witty	editorial:chitchat
See ya around	Later.	qna_chitchat_Witty	editorial:chitchat
See ya later	Later.	qna_chitchat_Witty	editorial:chitchat
See ya on the flip side	Later.	qna_chitchat_Witty	editorial:chitchat
Later alligator	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to go	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to log off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to skedaddle now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to take off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to take off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to sign out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to get going now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to sign out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to go now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to jet	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to jet now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to leave	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to leave now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna sign off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to get going	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to motor now	Later.	qna_chitchat_Witty	editorial:chitchat
Toodle-oo	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to leave	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to leave now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to log off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to log off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to log out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to skedaddle	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to motor	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to log out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to run	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to run now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to scoot	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to scoot now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to sign off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to sign off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to log out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna log out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to log off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna go now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna jet	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna jet now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna leave	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna leave now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna get going now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna log off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna get going	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna log out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna motor	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna motor now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna run	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna run now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm about to jet	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna log off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to sign off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to log out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to motor	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to motor now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to run	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to run now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to scoot	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna go	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to sign off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm gonna scoot now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to sign out	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to sign out now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to skedaddle	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to skedaddle now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to take off	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to take off now	Later.	qna_chitchat_Witty	editorial:chitchat
I'm going to scoot now	Later.	qna_chitchat_Witty	editorial:chitchat
Hey my dude	Hey.	qna_chitchat_Witty	editorial:chitchat
Hello	Hey.	qna_chitchat_Witty	editorial:chitchat
hello bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Hello my friend	Hey.	qna_chitchat_Witty	editorial:chitchat
Hello there	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey caring bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey friendly bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Ahoy	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey it's you!	Hey.	qna_chitchat_Witty	editorial:chitchat
Hail!	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey pal	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey professional bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey there	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey there bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey there buddy	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey there pal	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey homie	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings and salutations	Hey.	qna_chitchat_Witty	editorial:chitchat
Ahoy there	Hey.	qna_chitchat_Witty	editorial:chitchat
Aloha	Hey.	qna_chitchat_Witty	editorial:chitchat
Aloha bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Bonjour	Hey.	qna_chitchat_Witty	editorial:chitchat
G'day	Hey.	qna_chitchat_Witty	editorial:chitchat
Good day	Hey.	qna_chitchat_Witty	editorial:chitchat
Hailing the bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings	Hey.	qna_chitchat_Witty	editorial:chitchat
Hailing Bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings caring bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings friend	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings friendly bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings professional bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Greetings witty bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Heya	Hey.	qna_chitchat_Witty	editorial:chitchat
Good tidings	Hey.	qna_chitchat_Witty	editorial:chitchat
Well hello	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey witty bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh, hello	Hey.	qna_chitchat_Witty	editorial:chitchat
Open a channel	Hey.	qna_chitchat_Witty	editorial:chitchat
Open a hailing channel	Hey.	qna_chitchat_Witty	editorial:chitchat
Open a hailing frequency	Hey.	qna_chitchat_Witty	editorial:chitchat
Salutations	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh hey, it's you	Hey.	qna_chitchat_Witty	editorial:chitchat
Shalom	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh hey there	Hey.	qna_chitchat_Witty	editorial:chitchat
Well hey there	Hey.	qna_chitchat_Witty	editorial:chitchat
Well hi	Hey.	qna_chitchat_Witty	editorial:chitchat
Well hi there	Hey.	qna_chitchat_Witty	editorial:chitchat
Well howdy	Hey.	qna_chitchat_Witty	editorial:chitchat
Yo	Hey.	qna_chitchat_Witty	editorial:chitchat
Yo dude	Hey.	qna_chitchat_Witty	editorial:chitchat
Yo man	Hey.	qna_chitchat_Witty	editorial:chitchat
Salutations!	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi witty bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Yo my dude	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey-hey	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi caring bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi friendly bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh howdy there	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi there!	Hey.	qna_chitchat_Witty	editorial:chitchat
Hey you	Hey.	qna_chitchat_Witty	editorial:chitchat
Hiya	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi-ya	Hey.	qna_chitchat_Witty	editorial:chitchat
Howdy 	Hey.	qna_chitchat_Witty	editorial:chitchat
Howdy partner	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh hello	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh hello there	Hey.	qna_chitchat_Witty	editorial:chitchat
Oh hey amigo	Hey.	qna_chitchat_Witty	editorial:chitchat
Hi professional bot	Hey.	qna_chitchat_Witty	editorial:chitchat
Good evening bot	Evening.	qna_chitchat_Witty	editorial:chitchat
Bon soir	Evening.	qna_chitchat_Witty	editorial:chitchat
Buenas tardes	Evening.	qna_chitchat_Witty	editorial:chitchat
Enjoy the evening	Evening.	qna_chitchat_Witty	editorial:chitchat
Enjoy your evening	Evening.	qna_chitchat_Witty	editorial:chitchat
evenin	Evening.	qna_chitchat_Witty	editorial:chitchat
evenin'	Evening.	qna_chitchat_Witty	editorial:chitchat
